instance_id,n_vars,n_clauses,method,satisfiable,time_seconds,solution
1039,16,30,BruteForce,S,0.04263866599649191,"{1: True, 2: False, 3: False, 4: True, 5: False, 6: False, 7: True, 8: True, 9: False, 10: False, 11: False, 12: True, 13: False, 14: False, 15: False, 16: True}"
1040,18,32,BruteForce,U,0.4151684580137953,{}
1041,18,32,BruteForce,U,0.4306195839890279,{}
1042,18,32,BruteForce,U,0.36926570802461356,{}
1043,18,32,BruteForce,S,0.13955629098927602,"{1: True, 2: False, 3: False, 4: True, 5: True, 6: True, 7: True, 8: True, 9: True, 10: True, 11: True, 12: False, 13: True, 14: True, 15: True, 16: False, 17: False, 18: True}"
1044,18,32,BruteForce,U,0.4032582910149358,{}
1045,18,32,BruteForce,S,0.0313916250015609,"{1: True, 2: True, 3: True, 4: False, 5: True, 6: True, 7: False, 8: True, 9: True, 10: True, 11: True, 12: False, 13: True, 14: True, 15: False, 16: True, 17: False, 18: False}"
1046,18,32,BruteForce,S,0.013038000033702701,"{1: True, 2: True, 3: True, 4: True, 5: False, 6: True, 7: True, 8: True, 9: True, 10: True, 11: True, 12: False, 13: True, 14: True, 15: True, 16: False, 17: False, 18: False}"
1047,18,32,BruteForce,U,0.37539912498323247,{}
1048,18,32,BruteForce,S,0.01293766702292487,"{1: True, 2: True, 3: True, 4: True, 5: False, 6: True, 7: True, 8: False, 9: True, 10: False, 11: True, 12: True, 13: False, 14: False, 15: False, 16: True, 17: True, 18: False}"
1049,18,32,BruteForce,U,0.3886331249959767,{}
1050,20,33,BruteForce,U,1.7958333749556914,{}
1051,20,33,BruteForce,S,0.4586905420292169,"{1: True, 2: False, 3: True, 4: True, 5: False, 6: False, 7: True, 8: True, 9: True, 10: True, 11: True, 12: True, 13: False, 14: True, 15: False, 16: True, 17: True, 18: True, 19: True, 20: True}"
1052,20,33,BruteForce,S,0.2604508330114186,"{1: True, 2: True, 3: False, 4: True, 5: False, 6: True, 7: True, 8: True, 9: False, 10: True, 11: True, 12: False, 13: True, 14: True, 15: False, 16: True, 17: False, 18: False, 19: True, 20: True}"
1053,20,33,BruteForce,S,0.16623037500539795,"{1: True, 2: True, 3: True, 4: False, 5: False, 6: True, 7: False, 8: True, 9: True, 10: False, 11: True, 12: False, 13: True, 14: True, 15: True, 16: False, 17: True, 18: True, 19: True, 20: True}"
1054,20,33,BruteForce,U,1.5439751659869216,{}
1055,20,33,BruteForce,U,1.388477917003911,{}
1056,20,33,BruteForce,U,1.5978934160084464,{}
1057,20,33,BruteForce,S,0.5313154170289636,"{1: True, 2: False, 3: True, 4: False, 5: False, 6: True, 7: True, 8: False, 9: False, 10: True, 11: False, 12: True, 13: True, 14: True, 15: True, 16: True, 17: True, 18: False, 19: True, 20: False}"
1058,20,33,BruteForce,U,1.5976137910038233,{}
1059,20,33,BruteForce,U,1.6088039999594912,{}
1060,22,38,BruteForce,S,0.4723162080044858,"{1: True, 2: True, 3: True, 4: False, 5: True, 6: True, 7: False, 8: False, 9: True, 10: True, 11: False, 12: False, 13: True, 14: True, 15: True, 16: False, 17: True, 18: True, 19: True, 20: False, 21: False, 22: False}"
